branch,department,class,gross_sales,discount,sales_after_discount,Vat Amount,Net Sales,B,A,C,"Cst Ls Vt
",Net Contribution,Margin ,Markup ,source_file,source_branch,loaded_at,sku_code,product_name,quantity,vat_amount,net_sale,cost_ex_vat,net_contribution,margin_pct,markup_pct,Total Net Contribution : ,2230.3706896551726,\
Kingo,WATER,Vitamin Water,400.0,0.0,400.0,,,,,,,,,,water.XLSX,Kingo,2026-03-15 22:01:53.519147,RE40922791,kizembe water 1litre,5.0,55.172413793103416,344.82758620689657,145.04310344827587,199.7844827586207,57.9375,137.74145616641903,,,
Kingo,WATER,Vitamin Water,55200.0,0.0,55200.0,,,,,,,,,,water.XLSX,Kingo,2026-03-15 22:01:53.519147,100262,Isotonic Orange Water 500ml,184.0,7613.793103448285,47586.20689655172,32060.16000000009,15526.046896551627,32.6271999999998,48.427852189607236,,,
Kingo,WATER,Vitamin Water,15300.0,0.0,15300.0,,,,,,,,,,water.XLSX,Kingo,2026-03-15 22:01:53.519147,100263,Isotonic Lemon Water 500ml,51.0,2110.344827586203,13189.655172413797,8886.304482758625,4303.350689655172,32.62671111111109,48.42677513475498,,,
Kingo,WATER,Vitamin Water,8360.0,0.0,8360.0,,,,,,,,,,water.XLSX,Kingo,2026-03-15 22:01:53.519147,101900,Health Drink Orange 140ml,44.0,1153.1034482758625,7206.896551724138,4666.655172413792,2540.241379310346,35.24736842105265,54.4338779159555,,,
Kingo,AIR TIME,Safaricom,42.0,0.0,42.0,,,,,,,,,,Airtime.XLSX,Kingo,2026-03-15 22:01:53.579247,RE40919868,test,42.0,5.793103448275861,36.20689655172414,18.10344827586207,18.10344827586207,50.0,100.0,,,
Kingo,ALCOHOLIC BEVERAGES,Beer,1820.0,0.0,1820.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,101820,Smirnoff ice Quarana 440ml,7.0,251.03448275862058,1568.9655172413795,1056.0344827586207,512.9310344827588,32.6923076923077,48.57142857142859,,,
Kingo,ALCOHOLIC BEVERAGES,Beer,285.0,0.0,285.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,102965,Hunters Dry Real Gin 330ml,1.0,39.31034482758619,245.6896551724138,181.89655172413794,63.79310344827587,25.964912280701757,35.07109004739337,,,
Kingo,ALCOHOLIC BEVERAGES,Beer,73140.0,0.0,73140.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,V0515,Smirnoff Ice Pineapple Punch 330ml,292.0,10088.275862068967,63051.72413793103,44293.37931034469,18758.34482758634,29.750724637681376,42.35022280904484,,,
Kingo,ALCOHOLIC BEVERAGES,Beer,320.0,0.0,320.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,RE40921153,pilsner 500 ml,1.0,44.13793103448273,275.86206896551727,169.82758620689657,106.0344827586207,38.4375,62.43654822335025,,,
Kingo,ALCOHOLIC BEVERAGES,Beer,2050.0,0.0,2050.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,RE40920612,snapp cider can 330ml,5.0,282.75862068965495,1767.241379310345,1191.2500000000002,575.9913793103449,32.59268292682926,48.35184716141404,,,
Kingo,ALCOHOLIC BEVERAGES,Beer,32600.0,0.0,32600.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,103716,Gordons and Tonic can 330ml,118.0,4496.551724137931,28103.44827586207,18734.534482758623,9368.913793103446,33.33723926380367,50.008788858488316,,,
Kingo,ALCOHOLIC BEVERAGES,Beer,3240.0,0.0,3240.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,103668,White Cap crisp 330ml,12.0,446.89655172413785,2793.1034482758623,2328.9310344827586,464.1724137931037,16.618518518518528,19.93070670279395,,,
Kingo,ALCOHOLIC BEVERAGES,Beer,640.0,0.0,640.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,V40919671,Manyatta Cider 300ml,2.0,88.27586206896547,551.7241379310345,408.62068965517244,143.1034482758621,25.937500000000004,35.02109704641351,,,
Kingo,ALCOHOLIC BEVERAGES,Beer,8100.0,0.0,8100.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,V40919309,Oj 16% 500ML Can,18.0,1117.2413793103442,6982.758620689656,4189.655172413794,2793.1034482758614,39.999999999999986,66.66666666666663,,,
Kingo,ALCOHOLIC BEVERAGES,Beer,320.0,0.0,320.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,V40919673,Manyatta Lemon & ginger cider 300ml,1.0,44.13793103448273,275.86206896551727,204.31034482758622,71.55172413793105,25.937500000000004,35.02109704641351,,,
Kingo,ALCOHOLIC BEVERAGES,Beer,320.0,0.0,320.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,V40919674,Manyatta Pineapple & Mint Cider 300ml,1.0,44.13793103448273,275.86206896551727,204.31034482758622,71.55172413793105,25.937500000000004,35.02109704641351,,,
Kingo,ALCOHOLIC BEVERAGES,Beer,2700.0,0.0,2700.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,100756,Heineken beer 330ml,6.0,372.41379310344803,2327.586206896552,1479.3103448275865,848.2758620689656,36.44444444444444,57.34265734265733,,,
Kingo,ALCOHOLIC BEVERAGES,Beer,14570.0,0.0,14570.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,100764,Heineken Can 500ml,31.0,2009.655172413792,12560.344827586208,8311.206896551726,4249.137931034482,33.82978723404254,51.12540192926043,,,
Kingo,ALCOHOLIC BEVERAGES,Beer,55200.0,0.0,55200.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,100752,Smirnoff Quarana 330ml,219.0,7613.793103448265,47586.20689655173,33220.03448275855,14366.172413793181,30.189782608695808,43.24550722922739,,,
Kingo,ALCOHOLIC BEVERAGES,Beer,111510.0,0.0,111510.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,100753,White cap Can 500ml,378.0,15380.689655172346,96129.31034482765,70617.56896551714,25511.741379310508,26.53898305084761,36.1266208296805,,,
Kingo,ALCOHOLIC BEVERAGES,Beer,47440.0,0.0,47440.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,100754,Smirnoff Blackice 330ml,190.0,6543.448275862061,40896.55172413794,28806.29310344837,12090.258620689572,29.56302698145004,41.97089357270429,,,
Kingo,ALCOHOLIC BEVERAGES,Beer,62910.0,0.0,62910.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,100755,Tusker Lager Can 500ml,233.0,8677.241379310351,54232.75862068965,39971.55172413788,14261.206896551776,26.296296296296397,35.67839195979917,,,
Kingo,ALCOHOLIC BEVERAGES,Beer,14850.0,0.0,14850.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,100767,Pilsner Lager I 500ml Can,55.0,2048.2758620689656,12801.724137931034,9438.189655172418,3363.534482758616,26.27407407407404,35.6374962322917,,,
Kingo,ALCOHOLIC BEVERAGES,Beer,74560.0,0.0,74560.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,100768,Guinness Can 500ml,233.0,10284.137931034455,64275.86206896554,43386.2068965518,20889.655172413746,32.499999999999915,48.14814814814795,,,
Kingo,ALCOHOLIC BEVERAGES,Beer,13680.0,0.0,13680.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,100769,Snapp 330ml Can,57.0,1886.8965517241388,11793.10344827586,8645.818965517252,3147.2844827586086,26.687499999999904,36.402387041773046,,,
Kingo,ALCOHOLIC BEVERAGES,Beer,21240.0,0.0,21240.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,100770,Tusker Malt Can 500ml,59.0,2929.6551724137894,18310.34482758621,12302.517241379304,6007.827586206906,32.81111111111116,48.8341326277494,,,
Kingo,ALCOHOLIC BEVERAGES,Beer,27900.0,0.0,27900.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,100771,Tusker Lite Can 500ml Can,82.0,3848.275862068959,24051.72413793104,16470.689655172435,7581.034482758605,31.519713261648675,46.027425939495295,,,
Kingo,ALCOHOLIC BEVERAGES,Beer,1500.0,0.0,1500.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,RE40921636,Guinness smooth can 330ml,6.0,206.8965517241379,1293.103448275862,894.8275862068966,398.27586206896547,30.799999999999994,44.508670520231206,,,
Kingo,ALCOHOLIC BEVERAGES,Beer,32960.0,0.0,32960.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,100763,Tusker Cider Can 500ml,103.0,4546.206896551726,28413.793103448275,20774.03448275859,7639.758620689685,26.887500000000102,36.775517182424544,,,
Kingo,ALCOHOLIC BEVERAGES,Beer,50220.0,0.0,50220.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,101707,Balozi larger can  500ml,186.0,6926.896551724144,43293.103448275855,31908.620689655192,11384.482758620663,26.29629629629624,35.67839195979889,,,
Kingo,ALCOHOLIC BEVERAGES,Beer,4970.0,0.0,4970.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,101183,Gordons Pink Gin 700ml,2.0,685.5172413793098,4284.48275862069,3304.6034482758623,979.8793103448279,22.870422535211272,29.651948431394036,,,
Kingo,ALCOHOLIC BEVERAGES,Beer,600.0,0.0,600.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,101185,Guiness Smooth can 500ml,2.0,82.75862068965512,517.2413793103449,343.3965517241379,173.84482758620697,33.610000000000014,50.62509414068387,,,
Kingo,ALCOHOLIC BEVERAGES,Beer,3600.0,0.0,3600.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,V0269,Ko passion & lime cider 330ml,9.0,496.5517241379309,3103.4482758620693,1838.7931034482763,1264.655172413793,40.74999999999999,68.77637130801686,,,
Kingo,ALCOHOLIC BEVERAGES,Beer,3600.0,0.0,3600.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,V40919221,Royal Dutch Premium 16%,8.0,496.5517241379307,3103.4482758620693,2096.551724137931,1006.8965517241381,32.44444444444445,48.02631578947369,,,
Kingo,ALCOHOLIC BEVERAGES,Beer,2000.0,0.0,2000.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,100766,Atlas Can  12% 500ML,5.0,275.86206896551715,1724.1379310344828,1144.6120689655174,579.5258620689654,33.61249999999999,50.630766334023704,,,
Kingo,ALCOHOLIC BEVERAGES,Beer,11715.0,0.0,11715.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,100937,Savanna  Premium Beer 330ml,33.0,1615.862068965517,10099.137931034484,7425.000000000001,2674.137931034483,26.478873239436616,36.015325670498086,,,
Kingo,ALCOHOLIC BEVERAGES,Brandy,4320.0,0.0,4320.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,100903,Viceroy 250ml,6.0,595.862068965517,3724.137931034483,2405.1724137931037,1318.965517241379,35.41666666666666,54.83870967741934,,,
Kingo,ALCOHOLIC BEVERAGES,Brandy,6980.0,0.0,6980.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,100899,Viceroy 750ML,4.0,962.7586206896549,6017.241379310345,4451.724137931034,1565.5172413793107,26.01719197707737,35.16653756777692,,,
Kingo,ALCOHOLIC BEVERAGES,Brandy,14720.0,0.0,14720.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,101416,viceroy 375ml,16.0,2030.3448275862065,12689.655172413793,9351.724137931033,3337.931034482761,26.30434782608697,35.69321533923307,,,
Kingo,ALCOHOLIC BEVERAGES,Brandy,15600.0,0.0,15600.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,100783,Richot Brandy 350ml,20.0,2151.7241379310326,13448.275862068967,9931.034482758621,3517.241379310346,26.15384615384616,35.41666666666667,,,
Kingo,ALCOHOLIC BEVERAGES,Brandy,11300.0,0.0,11300.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,100886,Richot brandy 250ml,20.0,1558.620689655172,9741.379310344828,7172.413793103447,2568.9655172413813,26.37168141592922,35.81730769230773,,,
Kingo,ALCOHOLIC BEVERAGES,Brandy,5025.0,0.0,5025.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,101147,Richot brandy 750ml,3.0,693.1034482758621,4331.896551724138,3206.8965517241377,1125.0,25.970149253731346,35.08064516129033,,,
Kingo,ALCOHOLIC BEVERAGES,Cream,3000.0,0.0,3000.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,100885,V&A Imperial cream 250ml,6.0,413.7931034482758,2586.206896551724,1531.0344827586207,1055.1724137931035,40.800000000000004,68.91891891891892,,,
Kingo,ALCOHOLIC BEVERAGES,Cream,3600.0,0.0,3600.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,101884,V&A 750ml,3.0,496.5517241379307,3103.4482758620693,1986.2068965517242,1117.241379310345,36.00000000000001,56.250000000000014,,,
Kingo,ALCOHOLIC BEVERAGES,gin,2670.0,0.0,2670.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,103009,Gilbeys Flavoured Gin Mixed berries 350ml,3.0,368.27586206896535,2301.7241379310344,1489.655172413793,812.0689655172414,35.2808988764045,54.51388888888889,,,
Kingo,ALCOHOLIC BEVERAGES,gin,1800.0,0.0,1800.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,103010,Gilbeys Flavoured Gin Mixed Berries 750ml,1.0,248.27586206896535,1551.7241379310346,1068.9655172413793,482.75862068965534,31.111111111111118,45.16129032258066,,,
Kingo,ALCOHOLIC BEVERAGES,gin,5590.0,0.0,5590.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,102067,Best Gin 250ml,13.0,771.0344827586201,4818.9655172413795,3114.73275862069,1704.2327586206893,35.36511627906976,54.71521606159823,,,
Kingo,ALCOHOLIC BEVERAGES,gin,7455.0,0.0,7455.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,100891,Gordons Gin 750ml,3.0,1028.2758620689647,6426.724137931035,4965.517241379311,1461.2068965517246,22.736418511066404,29.427083333333343,,,
Kingo,ALCOHOLIC BEVERAGES,gin,16200.0,0.0,16200.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,100894,Gilbeys Gin 750ML,9.0,2234.4827586206884,13965.517241379312,9620.689655172413,4344.827586206899,31.11111111111112,45.16129032258067,,,
Kingo,ALCOHOLIC BEVERAGES,gin,23430.0,0.0,23430.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,100896,Gilbeys Gin 250ml,39.0,3231.7241379310353,20198.275862068964,13986.206896551717,6212.068965517246,30.755441741357263,44.41568047337284,,,
Kingo,ALCOHOLIC BEVERAGES,gin,30525.0,0.0,30525.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,100902,Gilbeys Gin 350ML,37.0,4210.344827586205,26314.655172413797,18372.41379310345,7942.241379310348,30.181818181818187,43.22916666666668,,,
Kingo,ALCOHOLIC BEVERAGES,Rum,0.0,0.0,0.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,101995,CAPTAIN MORGAN BLACK RUN 750ML,0.0,0.0,0.0,0.0,0.0,,0.0,,,
Kingo,ALCOHOLIC BEVERAGES,Rum,3450.0,0.0,3450.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,102745,Captain Morgan Spiced 1litre,1.0,475.8620689655172,2974.137931034483,1931.034482758621,1043.1034482758619,35.07246376811594,54.01785714285713,,,
Kingo,ALCOHOLIC BEVERAGES,Rum,18675.0,0.0,18675.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,100890,Captain Morgan Gold 750ml,15.0,2575.8620689655163,16099.137931034484,11896.551724137933,4202.586206896551,26.10441767068272,35.32608695652172,,,
Kingo,ALCOHOLIC BEVERAGES,Rum,25480.0,0.0,25480.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,100893,Captain Morgan gold 250ml,56.0,3514.482758620681,21965.51724137932,16220.689655172428,5744.827586206891,26.15384615384612,35.4166666666666,,,
Kingo,ALCOHOLIC BEVERAGES,Rum,1350.0,0.0,1350.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,RE40922883,Captain Morgan Muck Pit 250ml,3.0,186.20689655172401,1163.793103448276,993.1034482758621,170.68965517241395,14.666666666666679,17.187500000000018,,,
Kingo,ALCOHOLIC BEVERAGES,Spirits,3135.0,0.0,3135.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,101125,Konyagi 750ml,3.0,432.41379310344803,2702.586206896552,1999.137931034483,703.4482758620691,26.02870813397129,35.1875808538163,,,
Kingo,ALCOHOLIC BEVERAGES,Spirits,1560.0,0.0,1560.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,101126,Konyagi 250ml,4.0,215.17241379310326,1344.8275862068967,993.1034482758621,351.72413793103465,26.15384615384616,35.416666666666686,,,
Kingo,ALCOHOLIC BEVERAGES,Spirits,950.0,0.0,950.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,101127,Konyagi 500ml,1.0,131.03448275862058,818.9655172413794,493.96551724137936,325.00000000000006,39.684210526315795,65.79406631762653,,,
Kingo,ALCOHOLIC BEVERAGES,Spirits,3000.0,0.0,3000.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,100851,Imperial Blue Whisky 750ml,2.0,413.7931034482758,2586.206896551724,1632.7586206896553,953.4482758620688,36.86666666666666,58.3949313621964,,,
Kingo,ALCOHOLIC BEVERAGES,Spirits,11510.0,0.0,11510.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,103042,John walker black label 1L,2.0,1587.5862068965507,9922.41379310345,6447.98275862069,3474.431034482759,35.01598609904431,53.88400007486972,,,
Kingo,ALCOHOLIC BEVERAGES,Spirits,1160.0,0.0,1160.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,103088,Crazy cock 250ml,2.0,159.9999999999999,1000.0000000000001,662.4137931034483,337.58620689655186,33.75862068965518,50.96304008328998,,,
Kingo,ALCOHOLIC BEVERAGES,Spirits,8480.0,0.0,8480.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,102010,Best Gin 750ml,8.0,1169.6551724137926,7310.344827586207,5400.0,1910.3448275862074,26.13207547169812,35.37675606641125,,,
Kingo,ALCOHOLIC BEVERAGES,Spirits,350.0,0.0,350.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,103394,Orijin Spirit 250ml,1.0,48.27586206896552,301.7241379310345,200.0,101.72413793103448,33.714285714285715,50.86206896551724,,,
Kingo,ALCOHOLIC BEVERAGES,Spirits,6400.0,0.0,6400.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,RE40919822,Kenya Cane Citrus 250ml,16.0,882.7586206896551,5517.241379310345,3669.9310344827595,1847.3103448275856,33.48249999999999,50.336377644980615,,,
Kingo,ALCOHOLIC BEVERAGES,Spirits,3800.0,0.0,3800.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,103004,Kenya cane Coconut 750ml,4.0,524.1379310344823,3275.8620689655177,2423.793103448276,852.0689655172418,26.010526315789484,35.1543605064732,,,
Kingo,ALCOHOLIC BEVERAGES,Spirits,33200.0,0.0,33200.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,RE40921482,KENYA CANE LEMON GINGER 250ML,83.0,4579.310344827579,28620.68965517242,19175.86206896552,9444.827586206899,33.0,49.25373134328358,,,
Kingo,ALCOHOLIC BEVERAGES,Spirits,3200.0,0.0,3200.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,V40919333,Gordons 1lit ,1.0,441.37931034482745,2758.6206896551726,1765.0086206896553,993.6120689655172,36.0184375,56.29502639920679,,,
Kingo,ALCOHOLIC BEVERAGES,Spirits,3780.0,0.0,3780.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,100776,Vat 69 750ML,2.0,521.3793103448274,3258.6206896551726,2422.4482758620693,836.1724137931033,25.660317460317454,34.51765811162829,,,
Kingo,ALCOHOLIC BEVERAGES,Spirits,1200.0,0.0,1200.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,V0116,J&B  375ml,1.0,165.51724137931024,1034.4827586206898,663.2327586206898,371.25,35.887499999999996,55.975823747319154,,,
Kingo,ALCOHOLIC BEVERAGES,Spirits,46495.0,0.0,46495.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,RE40920712,Kenya Cane Pineapple 250ml,127.0,6413.10344827585,40081.89655172415,31575.862068965536,8506.034482758616,21.22163673513279,26.938407775472285,,,
Kingo,ALCOHOLIC BEVERAGES,Spirits,12360.0,0.0,12360.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,100782,Vat 69 370ML,12.0,1704.8275862068958,10655.172413793105,7862.06896551724,2793.103448275865,26.21359223300973,35.52631578947373,,,
Kingo,ALCOHOLIC BEVERAGES,Spirits,3185.0,0.0,3185.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,100843,Kenya Cane 350ml,7.0,439.3103448275858,2745.689655172414,2027.5862068965516,718.1034482758623,26.15384615384616,35.41666666666668,,,
Kingo,ALCOHOLIC BEVERAGES,Spirits,11000.0,0.0,11000.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,RE40921648,Kenya Cane Lemon Ginger 750Ml,10.0,1517.2413793103442,9482.758620689656,6060.344827586206,3422.41379310345,36.09090909090911,56.47226173541967,,,
Kingo,ALCOHOLIC BEVERAGES,Spirits,12350.0,0.0,12350.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,100784,Kenya Cane Pineapple 750ml,13.0,1703.448275862067,10646.551724137933,7877.327586206896,2769.224137931037,26.010526315789495,35.15436050647322,,,
Kingo,ALCOHOLIC BEVERAGES,Spirits,7800.0,0.0,7800.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,100787,Bond 7 350ml,10.0,1075.8620689655163,6724.137931034484,4965.517241379311,1758.620689655173,26.15384615384616,35.41666666666667,,,
Kingo,ALCOHOLIC BEVERAGES,Spirits,330.0,0.0,330.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,V0120,Kane Extra 250ml,1.0,45.51724137931035,284.48275862068965,186.79310344827587,97.68965517241378,34.339393939393936,52.298320103378245,,,
Kingo,ALCOHOLIC BEVERAGES,Spirits,3380.0,0.0,3380.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,V0119,Tanqueray Rngpr 700ml,1.0,466.20689655172373,2913.7931034482763,2155.1724137931037,758.6206896551726,26.035502958579883,35.2,,,
Kingo,ALCOHOLIC BEVERAGES,Spirits,0.0,0.0,0.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,V40919472,Martini Rosato Vermouth 1l,0.0,0.0,0.0,0.0,0.0,,0.0,,,
Kingo,ALCOHOLIC BEVERAGES,Spirits,11500.0,0.0,11500.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,100861,Black & white 1Litre,5.0,1586.2068965517233,9913.793103448277,6379.310344827587,3534.48275862069,35.65217391304348,55.4054054054054,,,
Kingo,ALCOHOLIC BEVERAGES,Spirits,16920.0,0.0,16920.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,RE40921319,Manyatta pineaapple & mint can 330ml,51.0,2333.793103448273,14586.206896551726,9811.344827586214,4774.862068965513,32.73546099290777,48.66674398743178,,,
Kingo,ALCOHOLIC BEVERAGES,Spirits,8550.0,0.0,8550.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,100864,Kenya Cane 750ML,9.0,1179.3103448275851,7370.689655172415,5453.5344827586205,1917.1551724137944,26.01052631578949,35.15436050647321,,,
Kingo,ALCOHOLIC BEVERAGES,Spirits,5700.0,0.0,5700.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,RE40921650,KENYA CANE LEMON & GINGER 750ML,6.0,786.2068965517235,4913.793103448276,3636.2068965517237,1277.5862068965525,26.00000000000001,35.13513513513516,,,
Kingo,ALCOHOLIC BEVERAGES,Spirits,8375.0,0.0,8375.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,100773,Bond 7 Whisky 750ml,5.0,1155.1724137931035,7219.827586206897,5344.827586206897,1875.0,25.970149253731346,35.08064516129032,,,
Kingo,ALCOHOLIC BEVERAGES,Spirits,8580.0,0.0,8580.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,100879,Black & White 375ml,11.0,1183.448275862068,7396.551724137932,5462.068965517242,1934.4827586206902,26.153846153846157,35.41666666666667,,,
Kingo,ALCOHOLIC BEVERAGES,Spirits,5700.0,0.0,5700.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,RE40921152,Gordon's Pink Gin & Tonic Can 330Ml,19.0,786.2068965517236,4913.793103448276,3144.8275862068963,1768.96551724138,36.00000000000001,56.25000000000002,,,
Kingo,ALCOHOLIC BEVERAGES,Spirits,8000.0,0.0,8000.0,,,,,,,,,,Alcoholic Beverages.XLSX,Kingo,2026-03-15 22:01:53.922552,100882,Kenya Cane Coconut 250ml,20.0,1103.448275862069,6896.551724137931,4616.896551724138,2279.6551724137935,33.05500000000001,49.37635372320563,,,
